ds,y,yhat,yhat_lower,yhat_upper
2014-04-10,47,46.79591749425543,-42.87909125892212,133.7243043288873
2014-04-11,42,61.72312727696508,-23.79442904775462,140.83118863913515
2014-04-12,124,116.69016531050332,38.354380821282284,204.77529924155994
2014-04-13,97,75.06497780159575,-10.8077589946474,156.28097830579222
2014-04-14,119,50.800654247107644,-29.592318629386824,131.55353262962626
2014-04-15,34,52.38659172311936,-28.82263456611602,134.76190443852008
2014-04-16,18,80.63156618397883,-6.485018555385963,164.11332321850693
2014-04-17,24,69.20809813610899,-19.59335566981656,150.6458300229101
2014-04-18,57,85.09996079132978,-0.9556363778320287,172.42754375365007
2014-04-19,61,140.48353693097317,57.32722386992466,222.09306988664957
2014-04-20,30,98.71235649222665,19.739087910086774,183.75322585110288
2014-04-21,96,73.73748946571098,-11.178076258718288,157.66547277572855
2014-04-22,0,74.05881884514525,-6.500321201028064,151.44453850176595
2014-04-23,37,100.50795179984652,20.883825483614267,187.29746867851009
2014-04-24,30,86.79215820256408,-1.8594845391565258,160.998134177811
2014-04-25,38,99.94119211632743,16.27936360379232,183.9125477422301
2014-04-26,88,152.1877155949948,65.11100811977546,234.86908655108277
2014-04-27,64,106.95067534564963,20.672265590174497,190.201730185099
2014-04-28,13,78.25433044185525,-1.6067507637324185,162.90377431744503
2014-04-29,20,74.67798404642949,-8.855842880527785,157.71597247894974
2014-04-30,31,97.13720957560508,14.624459373462807,181.13054142808252
2014-05-01,129,79.42599609489258,-4.38339668909244,162.09207428296773
2014-05-02,94,88.66170684705376,8.228098959586784,176.89152423119438
2014-05-03,129,137.16361040210808,49.97838554536073,226.98459612705034
2014-05-04,126,88.43437607951428,3.75328411800311,166.33261403312403
2014-05-05,70,56.57727300195553,-25.88360921132111,145.66959136745552
2014-05-06,48,50.244166073447715,-32.35377439873441,131.7639514918331
2014-05-07,123,70.41513842755349,-11.947727795819695,160.29486192584622
2014-05-08,87,50.939198448148574,-31.271957978636717,133.16430219833023
2014-05-09,65,58.97800307102185,-25.500862060498626,140.9133158465175
2014-05-10,102,106.88337985065567,23.053131372787504,192.51986477921503
2014-05-11,78,58.1780654918711,-27.78642646533256,140.1171592585053
2014-05-12,49,26.972417619666828,-61.170188996616695,105.8358746794123
2014-05-13,0,21.91220509512459,-63.77884606783761,108.88458723811894
2014-05-14,68,43.95831167925345,-36.23888543566304,129.242307628697
2014-05-15,102,26.927813147388896,-59.344805323615404,115.19801666342723
2014-05-16,88,37.93834715866347,-43.709633408533264,122.55246877082736
2014-05-17,170,89.28655020006629,5.148396793206562,177.0851322413132
2014-05-18,152,44.42995710774666,-38.55686931531728,123.48832623605016
2014-05-19,90,17.40509522489809,-66.13609921228434,101.29040582777544
2014-05-20,101,16.776848120490484,-68.61920210074413,102.61165835018545
2014-05-21,71,43.41988880356363,-43.00571058587347,125.07511718888867
2014-05-22,48,31.06160396555719,-50.54083168501506,116.68931663482918
2014-05-23,40,46.728387154778574,-36.76268601989937,132.01597818670356
2014-05-24,93,102.62603192074293,15.286716013063725,185.78112462006007
2014-05-25,45,62.123576258090374,-24.450406516547446,146.75672537211054
2014-05-26,58,39.17328638113835,-46.70704192017811,117.3569076136845
2014-05-27,53,42.261811902258245,-41.32641018991068,119.80283945662174
2014-05-28,42,72.19327167664858,-9.00837769652183,154.9526388473124
2014-05-29,52,62.63365433517621,-26.17370809858669,148.49591051465873
2014-05-30,29,80.55837794624911,-2.979752960460718,162.08373917846313
2014-05-31,91,138.1337112411342,58.25011731328535,222.60220358420432
2014-06-01,75,98.70138468097953,20.054894248464105,183.59341026713176
2014-06-02,75,76.19906247296424,-8.77580192495881,167.45478419494592
2014-06-03,179,79.11169721240653,-5.312297626506815,160.62896843162295
2014-06-04,252,108.25452283404125,25.109751622102614,188.57611698264571
2014-06-05,202,97.31707321460706,9.712410660723748,184.49208252093092
2014-06-06,161,113.31044298770189,28.595967017788443,193.47409975806454
2014-06-07,331,168.44669996819624,87.43612630784405,251.6672893378306
2014-06-08,271,126.12342004549348,45.74659873546181,209.1478362641407
2014-06-09,146,100.34242467752327,11.579985099173358,186.88563500248512
2014-06-10,2,99.65958606599307,13.341462354908044,187.1284419068131
2014-06-11,2,124.9661314879161,40.198153655976135,206.6426273325567
2014-06-12,0,110.03087510518932,24.820140727175147,191.54561654681967
2014-06-13,0,121.94527506656796,32.12095857561187,202.0337773601256
2014-06-14,0,173.0020794783108,84.90939826357156,259.01762505884363
2014-06-15,13,126.67695694991328,50.35986997592643,213.4878528584126
2014-06-16,30,97.04585488581378,19.299951443807622,181.7054602057328
2014-06-17,34,92.73318213871713,7.360913775489368,170.53117586556326
2014-06-18,8,114.69164768244536,34.835020746455015,199.6140938437784
2014-06-19,67,96.7432177908954,10.197102885039977,182.50207696652046
2014-06-20,41,106.02311879572322,22.79656753790383,194.96038318690643
2014-06-21,89,154.85767263327358,72.42243184077849,235.65292001641458
2014-06-22,49,106.74537832001934,23.38854532188956,189.38967689645918
2014-06-23,62,75.77399333260351,1.496037160563728,161.62924179642053
2014-06-24,81,70.56871543436596,-16.500521219332047,155.15463191479313
2014-06-25,42,92.07229357520455,6.868193261316016,177.3661587453355
2014-06-26,63,74.08652046140557,-9.642670281589057,150.43595885104196
2014-06-27,107,83.71701738834204,0.7597848792098427,164.8096045893444
2014-06-28,83,133.25207593410371,50.20357370457069,220.54144132138103
2014-06-29,102,86.14494148625157,5.10329631012662,177.90681924378794
2014-06-30,62,56.4322596213339,-24.21885470049539,138.01438352028015
2014-07-01,29,52.683748982575835,-32.024189141336464,142.84469351442243
2014-07-02,63,75.78388942225683,-5.748704386614378,163.1689350593754
2014-07-03,97,59.47503621500734,-26.596682877023515,138.51719196539872
2014-07-04,136,70.80382831687393,-14.021788881701294,162.06497124314427
2014-07-05,335,122.00161291735859,37.5215517246843,204.9375006686941
2014-07-06,299,76.50795573003681,-7.341270507683508,162.42361367455834
2014-07-07,5,48.27129233558871,-33.236274861802386,134.80865497275897
2014-07-08,2,45.81900349447956,-34.83965518262501,128.82036937335826
2014-07-09,9,70.00041810475548,-18.319296988971924,159.090935610302
2014-07-10,9,54.53075618671289,-28.929098789052755,138.20337235749494
2014-07-11,0,66.4381346237066,-11.21331591290556,136.99417007215655
2014-07-12,0,117.94434438131447,33.46664961130647,199.9956861259323
2014-07-13,0,72.44873631323377,-10.462113063530325,150.09026892224142
2014-07-14,0,43.94789790707382,-43.060269309087715,133.0538329841487
2014-07-15,0,40.98615615423715,-51.36490039357665,127.91686168715228
2014-07-16,0,64.43767771935956,-19.463981290380854,153.97263823631016
2014-07-17,0,48.049570935321555,-33.33185603058345,133.37098828832507
2014-07-18,0,58.88786271131086,-25.24653252245113,142.2444978842181
2014-07-19,0,109.21708893196222,29.737435046718172,191.1169262472871
2014-07-20,0,62.48286939487461,-21.90850019393211,153.21004326362075
2014-07-21,0,32.73018675693469,-53.52227380705894,115.08164103816725
2014-07-22,2,28.552443922224832,-61.49554067209565,106.85771899491417
2014-07-23,0,50.87211138022788,-36.2491836368207,134.73989055019405
2014-07-24,0,33.48240931993502,-48.64325637177677,119.08083501408471
2014-07-25,15,43.49193678967515,-43.219292670055694,124.207939497381
2014-07-26,9,93.20302346989227,11.70567861456214,173.14113071753067
2014-07-27,13,46.093208913124116,-37.33183950635404,129.71534758091943
2014-07-28,15,16.232598415791323,-67.35447612062379,97.60079414350031
2014-07-29,26,12.232194751342561,-69.79594938794449,96.2056263729772
2014-07-30,16,35.02403649719865,-43.239894084288004,113.42696427036731
2014-07-31,51,18.40260092439383,-63.975551002370274,97.0487312872396
2014-08-01,47,29.469390435810396,-48.903797144067546,115.29725399328194
2014-08-02,56,80.51147824603574,-4.163687793932106,164.6124316266429
2014-08-03,45,34.98341170224987,-50.15724101881633,120.66356714441922
2014-08-04,40,6.9986189240457435,-78.1034828422888,88.79969389401981
2014-08-05,17,5.058352370990967,-79.31390037741632,94.59834135351295
2014-08-06,103,30.05306928258917,-54.48042485135037,122.42628221977222
2014-08-07,72,15.73158429751011,-66.68575262823813,97.93651450386034
2014-08-08,56,29.14692691950563,-59.07077100216782,116.33202308269614
2014-08-09,0,82.53623403580963,-2.296506390476503,162.90447011536773
2014-08-10,1,39.30403772205892,-48.73030600923929,122.37640570830332
2014-08-11,0,13.441645534075072,-76.74710581719705,86.68429543076661
2014-08-12,0,13.477654667294757,-70.97126049317671,96.56421960607659
2014-08-13,0,40.26036861320257,-42.19204360208921,118.06301053220513
2014-08-14,0,27.50150966533233,-58.0911525123612,116.06276262853588
2014-08-15,0,42.22308094439575,-43.87878060753736,130.09382746068215
2014-08-16,0,96.63808944394614,13.049335784040913,181.47205746030477
2014-08-17,0,54.13446723357547,-32.395293092291325,135.0383668719606
2014-08-18,0,28.694870518896387,-60.76300713747211,108.72258741411508
2014-08-19,0,28.84738653682689,-53.771893516985905,120.2361551218228
2014-08-20,68,55.44791192295649,-33.29026627160879,143.5480684815816
2014-08-21,169,42.22359746581307,-41.52970318868241,124.04678507441129
2014-08-22,213,56.219220988087656,-24.218104323605473,139.19331285191095
2014-08-23,338,109.67721421679545,23.530893113135175,188.7760234422611
2014-08-24,129,66.02070101485134,-18.65209397182121,155.36526646133862
2014-08-26,13,38.00341726914837,-41.33507919126331,115.05061203283941
2014-08-27,85,63.11582998111776,-14.455894756391096,151.2426210946633
2014-08-28,0,48.383320352450895,-41.246374565950795,133.83831987135872
2014-08-29,0,60.89693228450269,-24.546087591445943,146.99896536737432
2014-08-30,0,112.9436123511168,31.496817121972292,199.07331840751274
2014-08-31,0,67.9879655828814,-18.644002733851696,153.17746590307704
2014-09-01,0,40.08982062782421,-43.768057805506004,127.80903916419874
2014-09-02,0,37.85269891493449,-44.292624593010494,125.17106512994927
2014-09-03,0,62.20401624729196,-25.8742065286694,141.35269118581368
2014-09-04,0,46.94880614255849,-31.35772223935413,133.02389171222882
2014-09-05,0,59.17722972671308,-26.819866837113505,136.3745013444303
2014-09-06,0,111.1799654795436,24.65554506969141,191.56568124599528
2014-09-07,0,66.41757075064689,-11.448680844492706,145.14055753715417
2014-09-08,64,38.938216271289605,-42.81222473012057,130.9045125773891
2014-09-09,154,37.326552606275555,-40.49774388965845,120.45172949875203
2014-09-10,143,62.484525994463596,-18.208704506230625,142.83959155042064
2014-09-11,96,48.17358427211549,-32.77102767483776,135.63830667991905
2014-09-12,140,61.46017103265709,-22.948255004663487,146.53260105896624
2014-09-13,67,114.59525984151063,31.476930779089823,195.65357815927754
2014-09-14,3,70.99730060362072,-9.890138786639051,159.39068823614508
2014-09-15,71,44.67128636206537,-38.318676577519746,132.9969362806141
2014-09-16,58,44.15899182801892,-40.46289595343797,126.99392042750097
2014-09-17,62,70.32116071843569,-10.210032033506353,156.11996707395232
2014-09-18,62,56.88104192807139,-27.54909452589914,139.0874090253474
2014-09-19,62,70.87113289972272,-15.512439433472347,154.56900668566695
2014-09-20,168,124.51384422744346,41.66436257974899,209.14453232277893
2014-09-21,99,81.2054229186857,-3.7891781341230177,161.49052675009577
2014-09-22,39,54.935812031343524,-29.948333093025493,138.92226012729373
2014-09-23,64,54.239472456514676,-29.676995574518397,135.87645289108323
2014-09-24,117,79.97792417673354,-4.6943109382854065,152.26659525395854
2014-09-25,104,65.88339369800916,-21.53541128795868,153.7825102785291
2014-09-26,108,79.00541952717838,-3.8471814064352317,163.54354019502483
2014-09-27,234,131.59113034505737,44.7751057524795,211.14305507312653
2014-09-28,97,87.06854105954594,-4.2893576190649965,163.84475081548968
2014-09-29,85,59.46555922793528,-24.305081641421452,144.43125838549574
2014-09-30,88,57.35974905182751,-20.03762145190203,145.0634338515683
2014-10-01,190,81.65963784698161,0.1347833703970988,162.67241213324058
2014-10-02,163,66.14698468316263,-21.766092287981518,143.31608345915728
2014-10-03,90,77.92190063068942,-2.7285057114851528,163.7145940888281
2014-10-04,105,129.29112105784688,40.70339021318816,212.75260190822064
2014-10-05,47,83.72109542560068,4.004243678162196,165.2843351421374
2014-10-06,66,55.284078589576104,-24.46638547753746,136.66481099235634
2014-10-07,84,52.59686905699828,-29.360053632650818,142.29646160432316
2014-10-08,80,76.60074613146115,-8.150432686175623,161.00495433105448
2014-10-09,97,61.10252223993512,-21.447553821129617,141.3387901852561
2014-10-10,64,73.2186375470624,-3.963757719189398,156.34106424712112
2014-10-11,128,125.25308561296016,40.49771568889748,201.90282646967975
2014-10-12,85,80.67858619411561,-6.119754363501494,161.2695118044943
2014-10-13,50,53.55376338237381,-28.74193393252254,141.37889115235723
2014-10-14,91,52.47143490099472,-26.52709859127945,134.6423882400144
2014-10-15,93,78.33884726307369,-7.7200252258161,167.0723927198267
2014-10-16,50,64.91931598807717,-22.628166689072355,151.33045565447188
2014-10-17,85,79.27718828045116,-7.43887034486891,164.94054168099873
2014-10-18,129,133.6568994548186,49.63882364461343,209.52783254072997
2014-10-19,119,91.4655143191791,10.161544774122937,178.2823606350869
2014-10-20,45,66.69147998896538,-16.091381397436624,154.90829808351157
2014-10-21,78,67.85465814025513,-16.62252081012904,147.30680438602923
2014-10-22,90,95.78842844141673,6.189415604228453,179.83537565458354
2014-10-23,78,84.18327531849181,-1.3155830460274132,162.94209982957184
2014-10-24,62,100.03372552750525,22.647979240789503,189.16057348593404
2014-10-25,97,155.5193562906008,75.83993526689086,238.37098267541288
2014-10-26,111,113.98921341730127,33.28853900169269,195.99826286241898
2014-10-27,55,89.38231519094586,3.300148269903246,174.52951063385987
2014-10-28,60,90.17926178000089,8.7123201182437,175.43273483626683
2014-10-29,61,117.18569740040148,36.26259416592048,201.75595185916063
2014-10-30,81,104.07699781417293,21.007674992488184,186.16337253764345
2014-10-31,131,117.84601710350154,35.55610591707011,201.62821447469204
2014-11-01,160,170.68458691763897,83.67203239240776,250.20206295645755
2014-11-02,131,125.96808880885658,41.69978844286938,204.60632179260017
2014-11-03,43,97.70296701997333,12.463367304497927,176.9835217403105
2014-11-04,34,94.39618934009357,12.351037189232306,178.59357177448274
2014-11-05,33,116.91943100415173,33.4977422763229,198.46516169209738
2014-11-06,37,99.02534931378685,19.004783221412282,186.0007827639872
2014-11-07,82,107.79381751963291,18.904800228381905,192.25293820895615
2014-11-08,542,155.51164126278678,71.02741136523032,233.247293925346
2014-11-09,239,105.65511755276728,18.6662955066633,185.78133595615714
2014-11-10,51,72.30814720339141,-11.085935661546475,152.79209054905243
2014-11-11,51,64.11096950997332,-18.701336874186296,150.30601402969856
2014-11-12,41,82.0403282020824,3.2233730287194184,170.07230549410977
2014-11-13,1,59.950514443655,-24.792189672655844,145.82085361851986
2014-11-14,0,65.0172036622496,-7.988511202650606,146.04885513241453
2014-11-15,1,109.61486993058145,25.916777470436752,191.81009015331526
2014-11-16,0,57.29719453825678,-29.854806916321387,138.87812859870533
2014-11-17,0,22.21323322782856,-62.69421592874804,106.56973125009195
2014-11-18,7,13.054459965956568,-69.2651740184557,104.14542161355291
2014-11-19,1,30.83353967365038,-50.158387593720164,117.68198152198501
2014-11-20,4,9.42431226345547,-70.47108383325582,99.33614593527145
2014-11-21,1,16.00493358621825,-64.92171552099343,108.21056620838826
2014-11-22,1,62.93497732807024,-19.889935526136327,148.78571230032847
2014-11-23,2,13.735925752359115,-68.21621896939526,99.57137987016219
2014-11-24,0,-17.492184359668535,-107.02128884180235,62.90444010138877
2014-11-25,0,-22.12285029444385,-110.52241990500175,65.97383310596304
2014-11-26,0,0.7769089772848972,-78.54840442614761,84.95879847028979
2014-11-27,0,-15.01187740097069,-96.640726216636,69.23141747682996
2014-11-28,0,-2.415093627097839,-88.04403330081688,78.51942370730063
2014-11-29,0,50.813732229029064,-33.756559275827414,134.37042600284806
2014-11-30,0,8.07630806120455,-80.14336490513018,94.20260073238484
2014-12-01,0,-16.651219634603486,-101.49528487807953,62.59897347581203
2014-12-02,0,-14.867688126209089,-99.94083835376388,73.57876576068672
2014-12-03,0,14.281235869800817,-66.12973466491499,95.08751459212465
2014-12-04,0,4.411046006569769,-78.8732726432965,94.41365177836585
2014-12-05,0,22.482341662287297,-62.058627326515065,102.1886664796405
2014-12-06,0,80.63715973550228,-7.066927316219482,167.64276600104697
2014-12-07,0,42.18415029400332,-45.13488159418388,126.6889034878366
2014-12-08,0,21.01982842472046,-60.25854156689039,108.1283183148035
2014-12-09,0,25.580907134863224,-59.31767538400259,114.25260844284963
2014-12-10,0,56.62844535955454,-24.86642209416645,148.06693530165785
2014-12-11,0,47.793172482364106,-38.59633440453063,135.33977300100224
2014-12-12,0,66.02381429414088,-23.851772782838246,143.91870400182015
2014-12-13,0,123.46910684345607,38.65397916911696,198.42054964434274
2014-12-14,0,83.46281434760783,-2.393466132558835,163.8088454216231
2014-12-15,0,59.94441426850442,-20.596657476928616,142.11248603073338
2014-12-16,49,61.410467485483466,-25.609008828606427,146.05360403176346
2014-12-17,157,88.6974297832552,0.8707711345890645,173.73046549197477
2014-12-18,193,75.52529674700216,-11.052116639664575,161.81678036233768
2014-12-19,94,88.94394546607346,10.852527672437937,175.78748148764382
2014-12-20,135,141.21290482682718,63.54626513261994,228.92824944936862
2014-12-21,118,95.78392166946384,16.091202188608143,177.66347538560345
2014-12-22,18,66.71904158485587,-16.87283227143592,152.59553717808762
2014-12-23,0,62.63928120362351,-17.203276153736514,153.64629059566929
2014-12-24,14,84.50470899186982,-1.1892017508650794,164.12035915425128
2014-12-25,0,66.15538790766296,-14.515559702382568,148.03036201361866
2014-12-26,20,74.75510362054146,-5.042186835617909,156.6691198406111
2014-12-27,42,122.6686680538719,45.84080801497639,210.49454960299917
2014-12-28,45,73.44221984956421,-12.840684709317223,154.59792579674314
2014-12-29,55,41.21928999486795,-42.22236021684573,124.17824291250149
2014-12-30,59,34.6877529649438,-50.36983131070627,113.64008562999885
2014-12-31,11,54.858516990929544,-27.83084790931915,137.2711911622732
2015-01-01,0,35.605435715220565,-51.29512962669309,118.68876284262218
2015-01-02,77,44.133654332902225,-40.25735645075475,128.92808100525056
2015-01-03,60,92.78084810865636,11.514238310030692,176.1265437779212
2015-01-04,1,45.07346560834583,-41.18928929277317,124.01926109104708
2015-01-05,69,15.118051469769924,-66.4596520275565,97.19184866452213
2015-01-06,98,11.549098488332497,-69.27952644606032,99.0129121882466
2015-01-07,119,35.308991237844154,-45.5797370812729,125.61298442459064
2015-01-08,93,20.189493226003997,-62.87616182125193,104.68736970681844
2015-01-09,92,33.276684795934486,-50.30583687022728,118.6519953616901
2015-01-10,112,86.83011039382959,2.6278767674072983,171.99997021096118
2015-01-11,96,44.26551187892182,-38.946372922138586,130.18512653446706
2015-01-12,93,19.573858528589902,-65.58955040779546,106.09663318318462
2015-01-13,65,21.271725275385542,-61.07234311097985,104.067637862588
2015-01-14,100,50.18379438883292,-29.446886026979648,130.69396540985355
2015-01-15,51,39.98687672800884,-47.66130693558636,122.35739191128462
2015-01-16,55,57.657305041882054,-24.263972388794134,143.94298516862764
2015-01-17,71,115.35240554235583,29.504981430301314,194.10092280399857
2015-01-18,57,76.39537548382863,-6.062704138878491,160.50544337983845
2015-01-19,34,54.696232957579525,-31.51914090859789,136.7694473616522
2015-01-20,47,58.703851397476924,-25.609257682953906,144.15716357906692
2015-01-21,88,89.18982115102109,8.49866003678102,171.3058243605841
2015-01-22,51,79.79350820530361,-1.3374040584504652,170.443428571282
2015-01-23,49,97.47014378782634,11.95817698933563,180.79771751490404
2015-01-24,110,154.3726398979876,67.4942906553175,238.47321936858458
2015-01-25,30,113.83645504434236,31.622956176714776,196.21684507733468
2015-01-26,59,89.80018061337688,8.600818690068962,176.7327227483658
2015-01-27,97,90.75687203820665,6.906871058553202,176.21144496238355
2015-01-28,155,117.5368858908852,32.81891151469869,199.2239171428625
2015-01-29,125,103.8516183322562,22.03604999293542,189.7036073683818
2015-01-30,100,116.74000991041845,38.83330887429143,200.7142406676711
2015-01-31,211,168.448548198766,84.95980190999776,259.1762007495407
2015-02-01,88,122.41414344368327,39.76754461864346,206.89094611190833
2015-02-02,114,92.68254097073806,6.577636761290296,175.96274725915688
2015-02-03,89,87.85744254993581,-0.58851819859545,168.1838803283623
2015-02-04,118,108.88104411953715,19.225192655067698,186.02073314651747
2015-02-05,84,89.57548423175638,9.719109564522974,173.5289272967036
2015-02-06,125,97.08710551723415,7.368718704541868,179.26395287667822
2015-02-07,184,143.76430644333652,59.91141838054935,236.29453212665032
2015-02-08,107,93.1383915676217,12.942423394381105,178.0836055465696
2015-02-09,70,59.34017454528366,-18.98503341911107,147.29709838428184
2015-02-10,66,51.04744005970703,-36.64250316849244,129.868824356306
2015-02-11,89,69.26410427203317,-13.45865788966188,152.50510281330543
2015-02-12,50,47.860542607167346,-41.45079187687485,129.4895208180934
2015-02-13,20,54.01701671646611,-31.442811446194934,133.91178189133325
2015-02-14,77,100.10099114773594,13.90556158376613,184.99896879584935
2015-02-15,33,49.64775488868108,-36.382286295907605,132.8576284461516
2015-02-16,47,16.777102681182036,-68.4720339594311,95.47614554158825
2015-02-17,35,10.141176690099357,-76.65726133869364,97.44326178353579
2015-02-18,60,30.704296534640626,-52.03978501945355,114.13735424137163
2015-02-19,31,12.284229248431217,-67.91333807565343,94.3187126517203
2015-02-20,35,21.996808530626986,-63.349122091468075,107.37965699941088
2015-02-21,80,72.13466666978796,-6.355565987173783,152.75617054079024
2015-02-22,42,26.14946308229606,-60.63627482856054,101.41427559065482
2015-02-23,23,-1.9296702258187963,-86.65514671365604,79.10935989186012
